SbjNum,Dados_Escola_1,Dados_Escola_3,Dados_Escola_5,Dados_Escola_6,Dados_Escola_8,Dados_Escola_9,Dados_Escola_10,Dados_Escola_11,Dados_Escola_12,P1001,P1002,P1003,P1801,P1802,P1803,P1804,P2701,P2702,P2703,P2704,P2705,P2801,P2802,P2803,P2804,P2901,P2902,P2903,P3001,P3002,P3003,P3004,P3005,P34,Sexo
36265626,697,Leste 1,2 - Estadual,35002636,INFANTE DOM HENRIQUE,R TEODORO MASCARENHAS,133,,VILA MATILDE,0,0,0,3,0,0,0,2,1,0,1,2,2,0,0,0,3,2,0,0,1,0,0,0,2,1
36266689,697,Leste 1,2 - Estadual,35002636,INFANTE DOM HENRIQUE,R TEODORO MASCARENHAS,133,,VILA MATILDE,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,99,1
36265210,697,Leste 1,2 - Estadual,35002636,INFANTE DOM HENRIQUE,R TEODORO MASCARENHAS,133,,VILA MATILDE,0,0,0,3,0,0,0,3,2,2,2,3,0,0,0,1,3,1,0,0,0,0,0,0,1,1
33519235,1386,Sul 1,4 - Privada,35107049,COLEGIO EMILIE DE VILLENEUVE,R MADRE EMILIE DE VILLENEUVE,331,,VILA SANTA CATARINA,0,0,0,1,0,0,0,3,3,3,3,3,1,0,0,1,3,0,0,0,0,0,0,0,1,0
33685384,981,Leste 2,2 - Estadual,35048689,RUTH CABRAL TRONCARELLI PROFESSORA,R ANTONIO GANDINI,690,,ITAQUERA,0,0,0,2,0,0,0,2,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1
35778744,232,Norte,2 - Estadual,35037783,VERIDIANA CAMACHO CARVALHO GOMES PROFA,R CARLOS DOS SANTOS,781,,JARDIM BRASIL (ZONA NORTE),1,1,1,3,2,1,3,0,0,3,0,0,3,0,3,3,3,3,3,0,0,2,3,0,1,1
35778993,232,Norte,2 - Estadual,35037783,VERIDIANA CAMACHO CARVALHO GOMES PROFA,R CARLOS DOS SANTOS,781,,JARDIM BRASIL (ZONA NORTE),0,0,0,3,0,0,2,0,2,0,0,0,3,0,0,0,3,2,3,0,0,0,0,0,3,1
35599003,232,Norte,2 - Estadual,35037783,VERIDIANA CAMACHO CARVALHO GOMES PROFA,R CARLOS DOS SANTOS,781,,JARDIM BRASIL (ZONA NORTE),1,0,1,0,0,0,0,1,3,3,3,3,1,0,0,1,3,1,0,1,0,0,0,0,3,1
35599283,232,Norte,2 - Estadual,35037783,VERIDIANA CAMACHO CARVALHO GOMES PROFA,R CARLOS DOS SANTOS,781,,JARDIM BRASIL (ZONA NORTE),0,0,0,0,0,0,0,2,3,3,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1
35599462,232,Norte,2 - Estadual,35037783,VERIDIANA CAMACHO CARVALHO GOMES PROFA,R CARLOS DOS SANTOS,781,,JARDIM BRASIL (ZONA NORTE),0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,2,1
32596825,8,Norte,2 - Estadual,35001302,ARNALDO BARRETO,R ANTONIO PESTANA,58,,TREMEMBE,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0
33469743,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0
33469946,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,0,0,0,2,0,0,0,2,3,1,0,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0
33477334,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,1,0,0,3,1,0,0,3,3,3,2,2,2,3,0,1,3,2,0,2,1,1,0,0,1,0
33475452,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,1,0,0,3,3,0,3,3,3,3,3,3,3,2,3,2,3,0,3,0,0,2,0,0,1,1
36810931,366,Norte,4 - Privada,35100444,LUIZA DE MARILLAC COLEGIO,RUA VOLUNTARIOS DA PATRIA,1653,,SANTANA,1,0,0,2,1,0,0,2,2,3,2,2,0,0,0,1,1,1,0,0,1,0,0,0,1,1
33512705,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,1,0,0,2,0,0,2,2,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
33473556,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
33513923,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,1,0,0,2,0,0,0,3,3,3,3,3,0,0,0,0,2,0,0,0,0,1,0,0,99,0
33515917,821,Leste 1,4 - Privada,35101151,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,VILA REGENTE FEIJO,1,0,0,2,0,0,0,2,2,1,0,2,0,0,0,2,3,0,0,0,0,0,0,0,2,0
31913156,62,Sul 2,2 - Estadual,35004868,LEONOR QUADROS,R BALTAZAR GOMES DE ALARCAO,SN,,JARDIM MIRIAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
36095788,364,Norte,4 - Privada,35124709,ANNA TAVARES COLEGIO EIEPG,R ANTONIO DE PADUA DIAS,689,,PERUS,1,0,0,2,0,0,0,3,3,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0,3,1
36263667,547,Oeste,3 - Municipal,35053193,EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO GEN,RUA MARECHAL OLIMPIO MOURAO FILHO,187,,CIDADE SAO FRANCISCO,1,0,0,2,0,0,1,2,3,3,3,3,2,0,0,2,2,1,0,0,1,1,0,0,2,1
36252613,364,Norte,4 - Privada,35124709,ANNA TAVARES COLEGIO EIEPG,R ANTONIO DE PADUA DIAS,689,,PERUS,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
36061487,364,Norte,4 - Privada,35124709,ANNA TAVARES COLEGIO EIEPG,R ANTONIO DE PADUA DIAS,689,,PERUS,0,0,1,3,0,0,0,0,3,3,3,3,1,0,0,0,2,1,0,0,1,0,0,0,3,1
31749159,50,Leste 2,4 - Privada,35153084,EDUCANDARIO DOS ANJOS,R GONCALVES DE MENDONCA,221,,JARDIM ROSELI,1,8,8,3,0,0,0,2,2,1,0,1,0,1,0,0,2,0,0,0,2,0,0,0,3,0
31749158,50,Leste 2,4 - Privada,35153084,EDUCANDARIO DOS ANJOS,R GONCALVES DE MENDONCA,221,,JARDIM ROSELI,1,0,0,1,0,0,1,1,1,0,2,3,1,2,0,1,2,0,0,0,2,0,0,0,1,0
31750290,50,Leste 2,4 - Privada,35153084,EDUCANDARIO DOS ANJOS,R GONCALVES DE MENDONCA,221,,JARDIM ROSELI,1,0,0,2,0,0,2,3,3,2,3,3,2,0,0,0,3,3,0,2,1,0,0,0,1,1
31744146,50,Leste 2,4 - Privada,35153084,EDUCANDARIO DOS ANJOS,R GONCALVES DE MENDONCA,221,,JARDIM ROSELI,1,0,0,2,0,0,0,2,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,99,0
36059761,364,Norte,4 - Privada,35124709,ANNA TAVARES COLEGIO EIEPG,R ANTONIO DE PADUA DIAS,689,,PERUS,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,1,2,0,0,0,0,0,0,3,1
36092763,364,Norte,4 - Privada,35124709,ANNA TAVARES COLEGIO EIEPG,R ANTONIO DE PADUA DIAS,689,,PERUS,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,3,2,0,2,0,0,0,0,3,0
36308956,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),1,0,0,2,0,0,0,2,2,3,3,2,3,0,0,0,2,0,2,0,0,0,0,0,1,0
36305354,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),1,8,1,0,0,0,2,3,0,3,3,3,3,0,3,0,3,3,0,0,1,0,0,0,3,0
36348108,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),1,0,0,3,0,0,2,0,1,1,1,1,1,0,0,2,3,2,2,2,2,0,0,0,3,1
36308189,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),1,0,1,3,0,0,0,2,2,2,3,2,1,3,3,3,3,3,3,0,3,1,1,0,1,1
36308212,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),8,8,1,3,0,0,2,2,2,3,3,3,3,0,3,3,2,3,0,2,2,0,0,0,1,0
36308866,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),1,0,0,2,0,0,0,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,3,1
33968208,1341,Sul 1,4 - Privada,35154155,AGAPE COLEGIO,R ANTONIO CANTARELLA,398,410,VILA SANTO ESTEFANO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0
31873423,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,1,0,0,2,0,0,0,0,1,1,2,1,0,0,0,2,3,0,0,1,0,0,0,0,1,0
33264795,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,3,0,0,0,2,3,3,3,3,0,0,0,0,2,2,0,0,0,0,0,0,1,0
33264630,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,2,0,0,2,2,3,2,3,3,2,2,0,2,2,2,1,0,0,0,0,0,3,0
31873422,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,1,0,0,3,1,0,2,2,3,3,3,2,0,0,0,1,2,0,0,0,3,0,0,0,1,0
31761628,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,0,0,0,2,0,0,1,3,3,3,3,3,0,0,0,1,2,2,0,1,0,0,0,0,3,0
33269347,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,0,0,0,1,0,3,3,3,3,0,0,2,0,0,1,0,0,0,0,0,0,3,1
36305256,195,Norte,2 - Estadual,35906803,LEONIDAS PAIVA PROF,R DOS MARTIRES ARMENIOS,618,JD LEONOR MEN,BARRO BRANCO (ZONA NORTE),8,8,8,3,0,0,0,0,0,3,2,2,0,0,0,2,3,2,0,0,0,0,0,0,3,1
32013725,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,0,0,0,3,1,0,1,3,3,3,3,3,1,0,1,2,3,3,3,0,0,0,0,0,3,0
33307303,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,0,0,0,1,0,0,0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0
31873424,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,0,0,0,2,0,0,0,0,2,3,3,3,0,0,0,2,2,0,0,0,0,0,0,0,3,0
32016387,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,0,0,0,2,0,0,1,1,3,3,3,3,0,0,0,1,2,1,0,0,0,0,0,0,1,0
32017592,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,0,0,0,0,0,0,0,2,3,3,3,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0
33269260,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,0,0,0,2,0,0,0,3,3,2,1,3,0,0,0,0,2,2,2,0,0,0,0,0,3,1
31761626,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,1,0,0,2,1,0,1,2,3,2,3,3,0,0,0,0,1,1,0,3,0,0,0,0,3,1
33269641,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,0,0,0,0,2,3,1,3,3,0,0,0,0,3,2,0,3,1,0,0,0,1,1
31873425,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,1,0,0,2,0,0,0,3,3,2,3,3,1,1,0,2,0,1,0,1,1,0,0,0,1,1
31873420,40,Leste 2,2 - Estadual,35048641,PAULO LAURO DR,R VITALINO DOS SANTOS,85,,PARQUE SAVOY CITY,1,0,0,0,0,0,2,1,3,3,2,1,2,0,0,2,2,2,0,0,0,0,0,0,3,1
31967187,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,1,0,0,3,0,0,0,1,1,1,1,0,2,0,0,0,3,0,0,0,0,0,0,0,3,1
33266501,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,8,0,0,3,0,0,0,0,0,2,1,1,0,1,0,1,3,1,0,3,0,0,0,0,3,0
33305887,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,3,2,0,0,0,8,2,3,3,3,3,3,2,2,2,2,1,2,1,2,2,2,1
33266470,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,3,0,0,3,0,3,1,3,1,3,3,0,2,3,0,0,1,3,0,0,0,3,0
33268125,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,0,0,0,3,2,0,3,2,2,1,1,2,2,2,0,0,3,0,1,0,0,0,0,0,2,0
33311105,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1
33313356,968,Leste 2,2 - Estadual,35914721,ZIPORA RUBINSTEIN PROFESSORA,RUA IRMAO DEODORO,830,,VILA PRINCESA ISABEL,0,1,0,3,2,0,1,1,0,1,3,2,3,3,0,0,2,2,0,2,1,1,0,0,2,1
31960553,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,0,0,0,0,0,0,0,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35691236,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,0,0,2,0,0,0,1,2,0,0,2,0,2,8,8,2,2,1,0,0,0,0,0,3,1
35691237,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,0,0,1,1,0,2,1,3,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35691239,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,1,0,1,0,0,0,1,3,3,3,3,1,2,0,0,2,1,0,0,2,0,0,0,3,0
35687042,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,1,0,1,0,0,0,0,3,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0
35724613,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,1,1,2,2,0,0,2,2,1,0,3,3,3,1,2,2,1,0,1,0,0,0,0,1,1
35691238,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,1,0,0,2,0,0,1,1,2,1,1,2,0,1,0,0,3,0,0,0,2,0,0,0,3,0
35724456,1127,Leste 2,4 - Privada,35156553,SULLER GARCIA COLEGIO,R FRANCISCO RODRIGUES SECKLER,617,,ITAQUERA,8,0,0,0,0,0,0,2,2,3,3,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1
31968528,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,1,0,0,0,0,0,0,0,3,3,3,3,3,0,2,2,3,2,2,0,0,1,1,0,2,1
32014904,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,1,0,1,2,0,0,0,1,2,3,3,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0
31962337,47,Leste 2,3 - Municipal,35055591,EMEF ARMANDO CRIDEY RIGHETTI,RUA CORDAO DE SAO FRANCISCO,797,,VILA AIMORE,0,0,0,3,0,0,0,2,3,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,3,1
32321819,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,0,0,0,1,0,0,0,2,2,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,3,0
32889884,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,0,0,0,2,0,0,0,1,2,1,1,2,0,0,0,2,1,1,0,1,2,0,0,0,1,0
32889279,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,0,0,0,2,0,0,0,0,3,3,3,3,0,0,0,0,3,0,0,3,3,0,0,0,3,1
32320177,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,1,0,1,0,0,0,2,1,3,3,3,3,1,0,2,2,3,2,1,3,0,0,0,0,3,0
32892714,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,1,0,0,0,0,0,0,2,3,3,3,3,0,0,0,2,3,2,0,3,3,0,0,0,1,1
32891777,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,1,0,0,2,0,0,0,2,3,3,2,3,0,1,0,0,2,2,2,2,1,0,0,0,2,0
32320181,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,1,0,0,1,1,0,0,0,3,3,2,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1
32892980,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
32318932,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,3,1
32319143,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,0,0,0,2,0,0,0,9,3,3,3,3,0,0,0,8,2,0,0,0,0,0,0,0,3,0
32317517,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,1,1,1,3,2,0,0,3,3,3,3,3,3,2,3,2,2,2,2,0,0,0,0,0,3,0
32323008,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
32894245,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,0,0,0,2,0,0,0,2,3,3,3,3,0,0,0,0,1,0,0,3,0,0,0,0,1,0
32322629,53,Sul 1,2 - Estadual,35004133,ENNIO VOSS PROFESSOR,AVENIDA PORTUGAL,1220,,BROOKLIN PAULISTA,8,0,0,0,0,0,0,2,3,3,3,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0
32894022,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,1,0,1,2,0,0,2,2,2,0,0,1,0,0,0,0,2,2,0,0,2,0,0,0,2,1
32877485,13,Norte,4 - Privada,35100043,ESTRELA SIRIUS COLEGIO,RUA TATSUO OKACHI,209,,CHACARA INGLESA,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33923718,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,8,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1
33925484,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,1,0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0
33926007,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0
33925243,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33925683,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,0,0,0,1,0,0,0,0,2,3,3,3,0,1,0,0,2,1,0,0,0,0,1,0,3,1
33925245,139,Centro,4 - Privada,35103548,SAO LUIS COLEGIO EIFM,RUA HADDOCK LOBO,400,,,1,0,0,2,2,0,0,2,2,2,1,2,0,2,0,0,1,0,1,0,1,0,0,0,1,1
33559409,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,0,0,1,0,0,0,0,3,3,3,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0
33561724,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,3,3,2,3,3,0,2,2,0,2,1
33662033,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,0,0,3,2,0,2,0,0,1,0,2,3,0,3,2,3,2,0,0,0,0,0,0,3,1
32889696,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,1,0,0,3,0,0,1,0,3,3,3,3,0,1,0,0,3,3,0,1,0,0,0,0,1,0
32889555,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,0,0,0,2,0,0,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,1
32893388,29,Leste 1,2 - Estadual,35002653,AFONSO PENNA JUNIOR PROF,R MUANA,31,,JARDIM MARINGA,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0
33660640,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,0,0,1,1,0,3,0,0,3,3,0,0,0,0,0,2,0,0,2,0,0,0,0,1,1
33560642,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,1,1,1,3,0,0,3,3,3,3,3,2,3,0,1,1,0,0,0,1,0,0,0,3,0
33685380,226,Norte,2 - Estadual,35901684,EDUARDO GOMES BRIGADEIRO COHAB,R JOAO AMADO COUTINHO,1010,,CONJUNTO RESIDENCIAL ELISIO TEIXEIRA LEITE,1,0,0,3,0,0,1,0,1,1,2,2,2,2,0,2,2,0,0,0,1,0,0,0,97,0
32004315,80,Sul 2,4 - Privada,35179848,PRELUDIO COLEGIO,RUA SERRA DOS DOIS IRMAOS,750,,JARDIM AMALIA,1,0,0,0,0,0,0,2,3,2,1,3,0,0,0,3,3,0,0,0,0,0,0,0,3,0
32014456,80,Sul 2,4 - Privada,35179848,PRELUDIO COLEGIO,RUA SERRA DOS DOIS IRMAOS,750,,JARDIM AMALIA,0,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1
32014458,80,Sul 2,4 - Privada,35179848,PRELUDIO COLEGIO,RUA SERRA DOS DOIS IRMAOS,750,,JARDIM AMALIA,0,0,0,2,2,0,0,1,3,3,3,3,2,3,2,2,2,0,0,0,0,0,0,0,1,1
32014903,80,Sul 2,4 - Privada,35179848,PRELUDIO COLEGIO,RUA SERRA DOS DOIS IRMAOS,750,,JARDIM AMALIA,0,0,0,2,0,0,0,2,2,2,2,2,2,0,0,1,2,2,1,0,0,0,0,0,1,0
